,country,industry,marketcap,price,sector,avgvol
1946,USA,Healthcare Information Services,966,12.3,Technology,1850
44,USA,Oil & Gas Pipelines,10440,48.42,Basic Materials,1830
204,USA,Property Management,14686,43.31,Financial,1830
1458,USA,Publishing - Periodicals,1838,18.45,Services,1830
916,USA,Gaming Activities,5565,26.51,Services,1820
2029,Brazil,Meat Products,9251,11.26,Consumer Goods,1820
1256,Canada,Life Insurance,41585,20.86,Financial,1810
1432,USA,Mortgage Investment,6728,18.62,Financial,1810
2036,USA,Regional - Northeast Banks,2988,11.22,Financial,1810
930,USA,Building Materials Wholesale,3795,26.26,Services,1800
1188,USA,REIT - Residential,6320,21.84,Financial,1800
2008,USA,Dairy Products,1052,11.56,Consumer Goods,1800
1003,USA,Drugs - Generic,934,25.04,Healthcare,1790
1862,UnitedKingdom,Farm & Construction Machinery,18225,13.4,Industrial Goods,1790
2998,Canada,Independent Oil & Gas,720,3,Basic Materials,1790
1364,USA,Electronic Equipment,462,19.45,Consumer Goods,1780
1408,USA,Biotechnology,1848,18.95,Healthcare,1780
1665,USA,Diversified Investments,6706,15.72,Financial,1780
3197,USA,Medical Appliances & Equipment,104,2.03,Healthcare,1780
1313,USA,Oil & Gas Equipment & Services,1670,20.16,Basic Materials,1770
1851,USA,REIT - Retail,3057,13.44,Financial,1770
2805,Greece,Shipping,4,4.06,Services,1770
3381,Canada,Oil & Gas Drilling & Exploration,635,1.24,Basic Materials,1770
361,USA,Restaurants,1876,38.84,Services,1760
577,USA,Business Software & Services,13925,33.28,Technology,1760
1492,USA,Biotechnology,2018,18.06,Healthcare,1760
348,USA,Surety & Title Insurance,10631,39.24,Financial,1750
2187,USA,Long-Term Care Facilities,831,9.7,Healthcare,1750
3576,USA,Biotechnology,51,0.24,Healthcare,1750
3584,USA,Medical Laboratories & Research,11,0.19,Healthcare,1750
230,USA,Food Wholesale,4419,42.39,Services,1740
1248,USA,Auto Parts,5934,20.95,Consumer Goods,1740
1828,USA,Oil & Gas Pipelines,4529,13.81,Basic Materials,1740
2270,USA,Application Software,417,8.94,Technology,1740
643,Luxembourg,Metal Fabrication,18683,31.86,Industrial Goods,1730
1076,USA,Application Software,2153,23.6,Technology,1730
1422,USA,Biotechnology,1103,18.7,Healthcare,1730
1465,Switzerland,Foreign Money Center Banks,71338,18.39,Financial,1730
2191,Brazil,Foreign Regional Banks,36967,9.67,Financial,1730
1228,USA,Steel & Iron,2472,21.32,Basic Materials,1720
1339,USA,Oil & Gas Pipelines,5007,19.8,Basic Materials,1720
1654,USA,Data Storage Devices,3573,15.86,Technology,1720
1184,USA,Oil & Gas Pipelines,6285,21.95,Basic Materials,1710
1269,USA,Semiconductor - Broad Line,3023,20.75,Technology,1710
2937,USA,Residential Construction,521,3.35,Industrial Goods,1710
1546,USA,Property Management,2628,17.35,Financial,1700
2020,Canada,Industrial Metals & Minerals,2071,11.41,Basic Materials,1700
2789,USA,Biotechnology,604,4.14,Healthcare,1700
3010,China,"Specialty Retail, Other",455,2.92,Services,1700
1501,USA,Drug Manufacturers - Other,835,17.95,Healthcare,1690
2347,USA,Biotechnology,335,8.16,Healthcare,1690
3102,Bermuda,Shipping,346,2.46,Services,1690
212,USA,Auto Parts,6086,43.07,Consumer Goods,1680
3042,USA,Biotechnology,419,2.74,Healthcare,1680
1768,USA,"Specialty Retail, Other",570,14.53,Services,1670
2092,Brazil,Water Utilities,7247,10.45,Utilities,1670
2409,USA,Oil & Gas Equipment & Services,1123,7.54,Basic Materials,1670
3419,USA,Diversified Machinery,21,1.1,Industrial Goods,1670
472,UnitedKingdom,CATV Systems,31236,35.84,Services,1660
2974,USA,Mortgage Investment,416,3.13,Financial,1660
3600,Canada,Gold,13,0.11,Basic Materials,1660
153,USA,Major Airlines,3110,44.85,Services,1650
485,USA,Oil & Gas Pipelines,14919,35.47,Basic Materials,1650
602,USA,Specialized Health Services,2853,32.63,Healthcare,1650
672,USA,Internet Information Providers,8553,31.31,Technology,1650
1420,USA,REIT - Healthcare Facilities,3332,18.77,Financial,1650
1897,USA,Aerospace/Defense Products & Services,708,12.84,Industrial Goods,1650
2124,USA,Diversified Communication Services,2335,10.17,Technology,1650
792,USA,REIT - Industrial,5208,28.92,Financial,1640
900,Switzerland,Diversified Machinery,58280,26.82,Industrial Goods,1640
2600,USA,Industrial Electrical Equipment,248,5.68,Industrial Goods,1640
311,USA,Drug Manufacturers - Major,1256,40.05,Healthcare,1630
1220,Norway,Major Integrated Oil & Gas,69868,21.42,Basic Materials,1630
1928,USA,Asset Management,1696,12.55,Financial,1630
1932,USA,Networking & Communication Devices,1417,12.52,Technology,1630
2432,USA,Diversified Investments,1806,7.35,Financial,1630
794,USA,Auto Dealerships,2095,28.84,Services,1620
1969,USA,Food - Major Diversified,914,12.01,Consumer Goods,1620
2083,USA,Security & Protection Services,1100,10.59,Services,1620
2440,Japan,Money Center Banks,100385,7.27,Financial,1620
3340,Bermuda,Shipping,365,1.4,Services,1620
14,USA,Asset Management,9054,49.47,Financial,1610
417,USA,Railroads,5717,37.46,Services,1610
917,USA,REIT - Retail,2510,26.51,Financial,1610
1365,USA,Independent Oil & Gas,839,19.44,Basic Materials,1610
1981,USA,REIT - Retail,812,11.89,Financial,1610
2357,USA,Drug Manufacturers - Other,513,8.05,Healthcare,1610
1225,USA,REIT - Diversified,5573,21.35,Financial,1600
3282,Canada,Beverages - Soft Drinks,5,1.63,Consumer Goods,1600
2050,USA,Rental & Leasing Services,604,11.1,Services,1580
2529,USA,Communication Equipment,954,6.33,Technology,1580
2802,USA,Biotechnology,274,4.07,Healthcare,1580
2182,USA,Internet Information Providers,240,9.73,Technology,1570
188,USA,Application Software,7610,43.69,Technology,1560
400,USA,Business Software & Services,10473,37.73,Technology,1560
481,USA,Specialty Chemicals,5945,35.58,Basic Materials,1560
723,USA,Biotechnology,3688,30.11,Healthcare,1560
1513,USA,REIT - Diversified,2027,17.83,Financial,1560
3492,USA,Biotechnology,118,0.7,Healthcare,1550
920,USA,Investment Brokerage - National,9528,26.49,Financial,1540
2045,Netherlands,Metal Fabrication,1514,11.15,Industrial Goods,1540
2860,USA,Biotechnology,268,3.8,Healthcare,1540
1235,USA,Oil & Gas Equipment & Services,2083,21.14,Basic Materials,1530
1276,USA,Property & Casualty Insurance,4597,20.61,Financial,1530
3533,USA,Biotechnology,35,0.5,Healthcare,1530
597,USA,Food - Major Diversified,6277,32.79,Consumer Goods,1520
3260,USA,Biotechnology,27,1.72,Healthcare,1520
2904,USA,Department Stores,388,3.58,Services,1510
396,Netherlands,Electronic Equipment,35449,37.8,Consumer Goods,1500
1095,USA,Application Software,2957,23.26,Technology,1500
2833,Canada,Gold,1276,3.93,Basic Materials,1500
3124,Canada,Silver,305,2.39,Basic Materials,1500
1261,USA,Regional - Pacific Banks,4628,20.8,Financial,1490
3502,USA,Biotechnology,26,0.66,Healthcare,1490
3565,USA,Semiconductor- Memory Chips,22,0.31,Technology,1490
1453,USA,Resorts & Casinos,2165,18.46,Services,1480
1891,USA,Oil & Gas Pipelines,3232,12.91,Basic Materials,1480
2625,India,Information Technology Services,22388,5.47,Technology,1480
3028,China,Waste Management,23,2.8,Industrial Goods,1480
3074,USA,Healthcare Information Services,31,2.61,Technology,1480
3296,USA,Biotechnology,42,1.58,Healthcare,1480
393,USA,Communication Equipment,7238,37.83,Technology,1470
1614,USA,REIT - Hotel/Motel,3712,16.53,Financial,1470
3358,USA,Medical Laboratories & Research,148,1.34,Healthcare,1470
2718,China,CATV Systems,285,4.61,Services,1460
3243,USA,Biotechnology,289,1.8,Healthcare,1460
3251,USA,Industrial Metals & Minerals,291,1.77,Basic Materials,1460
370,USA,REIT - Residential,10287,38.52,Financial,1450
683,USA,Independent Oil & Gas,3342,31.13,Basic Materials,1450
2136,USA,Property & Casualty Insurance,1924,10.07,Financial,1450
238,USA,Diversified Machinery,5531,42.13,Industrial Goods,1440
1442,USA,Publishing - Newspapers,3056,18.5,Services,1440
1480,USA,REIT - Diversified,3192,18.19,Financial,1440
1600,Canada,Beverages - Soft Drinks,2348,16.66,Consumer Goods,1440
1602,USA,Drug Manufacturers - Major,1283,16.65,Healthcare,1440
1622,USA,Biotechnology,1374,16.4,Healthcare,1440
1749,USA,Processed & Packaged Goods,1483,14.81,Consumer Goods,1440
2185,Brazil,Diversified Utilities,2644,9.7,Utilities,1440
2398,Canada,Independent Oil & Gas,4157,7.62,Basic Materials,1440
2953,USA,Biotechnology,281,3.26,Healthcare,1440
1087,USA,Auto Parts,2085,23.46,Consumer Goods,1430
322,USA,Beverages - Soft Drinks,19296,39.85,Consumer Goods,1420
1522,USA,Business Equipment,2010,17.71,Consumer Goods,1420
2055,USA,Oil & Gas Equipment & Services,1201,11.03,Basic Materials,1420
2843,USA,Asset Management,73,3.9,Financial,1420
285,USA,Auto Parts,12594,40.67,Consumer Goods,1410
390,USA,Broadcasting - TV,3816,37.85,Services,1410
549,USA,Information Technology Services,4140,33.99,Technology,1410
619,USA,Electric Utilities,6923,32.24,Utilities,1410
746,USA,Semiconductor - Broad Line,4016,29.73,Technology,1410
1224,USA,Property & Casualty Insurance,5587,21.38,Financial,1410
1226,USA,Restaurants,2000,21.34,Services,1410
1753,Brazil,Paper & Paper Products,8465,14.7,Consumer Goods,1410
2190,Spain,Telecom Services - Foreign,51326,9.68,Technology,1410
2477,Germany,Internet Information Providers,2403,6.84,Technology,1410
2012,USA,Biotechnology,1424,11.52,Healthcare,1400
3170,USA,Drugs - Generic,81,2.2,Healthcare,1400
3416,USA,Biotechnology,25,1.11,Healthcare,1400
3463,Canada,Gold,440,0.89,Basic Materials,1400
864,USA,Communication Equipment,1465,27.5,Technology,1390
991,USA,Property & Casualty Insurance,1331,25.15,Financial,1390
1683,Canada,Silver,2355,15.56,Basic Materials,1390
2507,USA,Semiconductor - Broad Line,296,6.58,Technology,1390
3101,USA,Independent Oil & Gas,414,2.46,Basic Materials,1390
3407,Greece,Shipping,32,1.15,Services,1390
3586,USA,Medical Appliances & Equipment,6,0.18,Healthcare,1390
999,USA,Oil & Gas Refining & Marketing,5065,25.06,Basic Materials,1380
1190,USA,Apparel Stores,1069,21.83,Services,1380
2644,UnitedKingdom,Biotechnology,590,5.27,Healthcare,1380
3049,Canada,Independent Oil & Gas,1031,2.7,Basic Materials,1380
50,USA,Restaurants,2195,48.18,Services,1370
645,China,Internet Information Providers,2295,31.8,Technology,1370
3027,USA,Internet Information Providers,203,2.82,Technology,1370
483,USA,Foreign Regional Banks,3625,35.49,Financial,1360
797,USA,Lodging,6110,28.75,Services,1360
1206,USA,Grocery Stores,805,21.6,Services,1360
1787,USA,Independent Oil & Gas,2417,14.31,Basic Materials,1360
222,USA,Electric Utilities,9843,42.61,Utilities,1350
1413,USA,Medical Equipment Wholesale,1184,18.88,Services,1350
1589,USA,Broadcasting - TV,1481,16.75,Services,1350
2818,Ireland,Drug Manufacturers - Other,1052,4.01,Healthcare,1350
3454,USA,Computer Based Systems,48,1,Technology,1350
249,USA,Internet Information Providers,3573,41.96,Technology,1340
367,USA,General Building Materials,5509,38.56,Industrial Goods,1340
946,USA,REIT - Diversified,4914,26.04,Financial,1340
1572,USA,Conglomerates,3419,16.95,Conglomerates,1330
2028,USA,Diversified Communication Services,991,11.28,Technology,1330
3073,Canada,Industrial Metals & Minerals,464,2.61,Basic Materials,1330
1182,USA,REIT - Hotel/Motel,3835,21.97,Financial,1320
1498,USA,REIT - Healthcare Facilities,3211,17.99,Financial,1320
2346,USA,Biotechnology,573,8.2,Healthcare,1320
3501,Israel,Biotechnology,93,0.66,Healthcare,1320
3566,USA,Medical Laboratories & Research,12,0.31,Healthcare,1320
947,France,Internet Information Providers,1705,26.03,Technology,1310
2355,USA,Biotechnology,298,8.11,Healthcare,1310
323,USA,Regional Airlines,2081,39.85,Services,1300
351,USA,General Contractors,6050,39.11,Industrial Goods,1300
3268,China,Internet Information Providers,52,1.69,Technology,1300
3417,USA,Independent Oil & Gas,105,1.1,Basic Materials,1300
3579,USA,Independent Oil & Gas,3,0.22,Basic Materials,1300
113,Canada,Gold,10549,46.18,Basic Materials,1290
171,USA,Personal Services,2679,44.28,Services,1290
1736,USA,Drugs - Generic,2312,14.99,Healthcare,1290
1915,USA,Textile - Apparel Footwear & Accessories,882,12.64,Consumer Goods,1290
1964,China,Application Software,1774,12.08,Technology,1290
2864,Canada,Auto Parts,492,3.76,Consumer Goods,1290
3541,USA,Wireless Communications,43,0.42,Technology,1290
362,USA,Oil & Gas Pipelines,37755,38.78,Basic Materials,1280
967,USA,Communication Equipment,4928,25.69,Technology,1280
1108,USA,Semiconductor - Specialized,775,23.09,Technology,1280
1579,USA,Apparel Stores,1419,16.88,Services,1280
1803,Peru,Industrial Metals & Minerals,3659,14.08,Basic Materials,1280
3021,USA,Biotechnology,398,2.84,Healthcare,1280
3194,USA,Oil & Gas Drilling & Exploration,139,2.05,Basic Materials,1280
215,France,Drug Manufacturers - Major,109390,43,Healthcare,1270
373,USA,Data Storage Devices,4863,38.46,Technology,1270
2203,USA,Home Improvement Stores,509,9.6,Services,1270
742,Bermuda,Shipping,3029,29.81,Services,1260
834,USA,REIT - Hotel/Motel,3184,28.07,Financial,1260
2626,USA,Application Software,470,5.45,Technology,1260
1229,USA,Pollution & Treatment Controls,1083,21.3,Industrial Goods,1250
1484,USA,Waste Management,2962,18.13,Industrial Goods,1250
1764,USA,Sporting Goods,862,14.57,Consumer Goods,1250
3479,USA,Biotechnology,25,0.81,Healthcare,1250
505,USA,Resorts & Casinos,4015,35.05,Services,1240
1195,USA,General Building Materials,2429,21.79,Industrial Goods,1240
1807,USA,Oil & Gas Refining & Marketing,1701,14.05,Basic Materials,1240
2487,HongKong,Shipping,827,6.75,Services,1240
2838,USA,Drugs - Generic,344,3.91,Healthcare,1240
3553,USA,Biotechnology,28,0.36,Healthcare,1240
691,Netherlands,Research Services,7196,30.93,Services,1230
817,USA,Resorts & Casinos,3495,28.48,Services,1230
1096,USA,Money Center Banks,4101,23.25,Financial,1230
1162,USA,Packaging & Containers,3609,22.17,Consumer Goods,1230
1747,Brazil,Wireless Communications,23834,14.83,Technology,1230
1772,USA,Business Software & Services,1230,14.5,Technology,1230
2496,USA,"Specialty Retail, Other",495,6.7,Services,1230
2728,Canada,Biotechnology,381,4.53,Healthcare,1230
2620,USA,Biotechnology,172,5.55,Healthcare,1220
3551,USA,REIT - Diversified,37,0.38,Financial,1220
633,USA,Auto Parts,4692,32.01,Consumer Goods,1210
1302,USA,Biotechnology,2874,20.26,Healthcare,1210
1373,USA,Processed & Packaged Goods,4023,19.31,Consumer Goods,1210
1624,USA,Diversified Computer Systems,1295,16.35,Technology,1210
221,USA,Specialty Eateries,10493,42.74,Services,1200
665,USA,General Building Materials,3589,31.44,Industrial Goods,1200
1044,USA,Property Management,6408,24.1,Financial,1200
1656,USA,Property Management,3785,15.85,Financial,1200
2264,China,Application Software,3343,8.98,Technology,1200
3229,USA,Biotechnology,105,1.86,Healthcare,1200
3567,USA,Biotechnology,11,0.3,Healthcare,1200
668,USA,Resorts & Casinos,2931,31.33,Services,1190
3491,Canada,Gold,144,0.71,Basic Materials,1190
190,USA,Research Services,4534,43.6,Services,1180
874,USA,Drugs - Generic,2057,27.34,Healthcare,1180
1760,Colombia,Major Integrated Oil & Gas,29577,14.63,Basic Materials,1180
2790,USA,Biotechnology,374,4.13,Healthcare,1180
501,USA,Processed & Packaged Goods,2293,35.15,Consumer Goods,1170
513,USA,"Movie Production, Theaters",4091,34.82,Services,1170
3126,Taiwan,Semiconductor Equipment & Materials,5940,2.39,Technology,1170
3560,USA,Biotechnology,16,0.33,Healthcare,1170
3569,USA,Investment Brokerage - National,2,0.28,Financial,1170
345,USA,Biotechnology,1666,39.35,Healthcare,1160
1580,China,Education & Training Services,468,16.88,Services,1160
3121,USA,Restaurants,146,2.4,Services,1160
208,USA,Auto Dealerships,10004,43.19,Services,1150
589,India,Auto Manufacturers - Major,112301,33.07,Consumer Goods,1150
726,USA,REIT - Healthcare Facilities,6143,30.04,Financial,1150
2438,USA,Apparel Stores,266,7.31,Services,1150
3442,USA,Business Services,28,1.02,Services,1150
3504,USA,Medical Laboratories & Research,4,0.65,Healthcare,1150
47,USA,Farm & Construction Machinery,4017,48.22,Industrial Goods,1140
1167,USA,Specialty Chemicals,2397,22.12,Basic Materials,1140
3414,USA,Semiconductor - Integrated Circuits,10,1.11,Technology,1140
131,UnitedKingdom,Information Technology Services,10515,45.52,Technology,1130
298,UnitedKingdom,Industrial Metals & Minerals,115125,40.3,Basic Materials,1130
701,USA,Biotechnology,1216,30.73,Healthcare,1130
975,USA,Oil & Gas Equipment & Services,5644,25.53,Basic Materials,1130
124,USA,Application Software,1876,45.73,Technology,1120
1023,USA,Semiconductor Equipment & Materials,623,24.6,Technology,1120
2046,USA,Internet Software & Services,36,11.13,Technology,1120
2589,USA,Semiconductor - Specialized,712,5.78,Technology,1120
2699,USA,Agricultural Chemicals,629,4.76,Basic Materials,1120
2737,USA,Industrial Metals & Minerals,335,4.45,Basic Materials,1120
343,USA,Industrial Metals & Minerals,3932,39.37,Basic Materials,1110
509,USA,Oil & Gas Refining & Marketing,2892,34.94,Basic Materials,1110
1884,UnitedKingdom,"Recreational Goods, Other",1636,13.07,Consumer Goods,1110
2003,USA,Publishing - Newspapers,1313,11.59,Services,1110
2768,USA,Oil & Gas Equipment & Services,501,4.27,Basic Materials,1110
2499,Netherlands,Oil & Gas Pipelines,1528,6.65,Basic Materials,1100
2653,Canada,Silver,833,5.22,Basic Materials,1100
3499,USA,Biotechnology,53,0.66,Healthcare,1100
3549,USA,Biotechnology,5,0.39,Healthcare,1100
318,USA,Application Software,1358,39.94,Technology,1090
972,USA,Technical & System Software,2627,25.61,Technology,1090
1027,USA,Residential Construction,2937,24.47,Industrial Goods,1090
1581,Canada,Semiconductor - Specialized,981,16.86,Technology,1090
2360,USA,REIT - Diversified,1251,8.03,Financial,1090
